Sector,Financial Year,FDI Value
PHOTOGRAPHIC RAW FILM AND PAPER,2004-05,6.16
PHOTOGRAPHIC RAW FILM AND PAPER,2005-06,0
PHOTOGRAPHIC RAW FILM AND PAPER,2006-07,2.81
PHOTOGRAPHIC RAW FILM AND PAPER,2007-08,54.86
PHOTOGRAPHIC RAW FILM AND PAPER,2008-09,1.05
PHOTOGRAPHIC RAW FILM AND PAPER,2009-10,0
PHOTOGRAPHIC RAW FILM AND PAPER,2010-11,0.81
PHOTOGRAPHIC RAW FILM AND PAPER,2011-12,0
PHOTOGRAPHIC RAW FILM AND PAPER,2012-13,0
PHOTOGRAPHIC RAW FILM AND PAPER,2013-14,0
PHOTOGRAPHIC RAW FILM AND PAPER,2014-15,0.75
PHOTOGRAPHIC RAW FILM AND PAPER,2015-16,0
PHOTOGRAPHIC RAW FILM AND PAPER,2016-17,0
DYE-STUFFS,2000-01,1.05
DYE-STUFFS,2001-02,0.18
DYE-STUFFS,2002-03,0
DYE-STUFFS,2003-04,0.43
DYE-STUFFS,2004-05,1.18
DYE-STUFFS,2005-06,0
DYE-STUFFS,2006-07,0
DYE-STUFFS,2007-08,5.51
DYE-STUFFS,2008-09,1.17
DYE-STUFFS,2009-10,4.02
DYE-STUFFS,2010-11,5.37
DYE-STUFFS,2011-12,0.58
DYE-STUFFS,2012-13,0
DYE-STUFFS,2013-14,0
DYE-STUFFS,2014-15,54.89
DYE-STUFFS,2015-16,3.32
DYE-STUFFS,2016-17,10.7
DRUGS & PHARMACEUTICALS,2000-01,35.94
DRUGS & PHARMACEUTICALS,2001-02,77.94
DRUGS & PHARMACEUTICALS,2002-03,40.07
DRUGS & PHARMACEUTICALS,2003-04,108.91
DRUGS & PHARMACEUTICALS,2004-05,293.36
DRUGS & PHARMACEUTICALS,2005-06,172.44
DRUGS & PHARMACEUTICALS,2006-07,224.2
DRUGS & PHARMACEUTICALS,2007-08,340.35
DRUGS & PHARMACEUTICALS,2008-09,4246.76
DRUGS & PHARMACEUTICALS,2009-10,213.08
DRUGS & PHARMACEUTICALS,2010-11,209.38
DRUGS & PHARMACEUTICALS,2011-12,3232.28
DRUGS & PHARMACEUTICALS,2012-13,1123.46
DRUGS & PHARMACEUTICALS,2013-14,1279.34
DRUGS & PHARMACEUTICALS,2014-15,1497.74
DRUGS & PHARMACEUTICALS,2015-16,754.26
DRUGS & PHARMACEUTICALS,2016-17,857.39
TEXTILES,2000-01,2.06
TEXTILES,2001-02,5.28
TEXTILES,2002-03,54.18
TEXTILES,2003-04,9.34
TEXTILES,2004-05,43.04
TEXTILES,2005-06,94.33
TEXTILES,2006-07,126.9
TEXTILES,2007-08,185.4
TEXTILES,2008-09,157.52
TEXTILES,2009-10,150.27
TEXTILES,2010-11,129.65
TEXTILES,2011-12,164.19
TEXTILES,2012-13,103.89
TEXTILES,2013-14,198.86
TEXTILES,2014-15,197.42
TEXTILES,2015-16,230.13
TEXTILES,2016-17,618.95
PAPER AND PULP,2000-01,60.04
PAPER AND PULP,2001-02,16.7
PAPER AND PULP,2002-03,7.36
PAPER AND PULP,2003-04,7.15
PAPER AND PULP,2004-05,2.7
PAPER AND PULP,2005-06,27.38
PAPER AND PULP,2006-07,5.08
PAPER AND PULP,2007-08,31.24
PAPER AND PULP,2008-09,272.51
PAPER AND PULP,2009-10,16.42
PAPER AND PULP,2010-11,6.53
PAPER AND PULP,2011-12,407.35
PAPER AND PULP,2012-13,5.09
PAPER AND PULP,2013-14,26.86
PAPER AND PULP,2014-15,116.21
PAPER AND PULP,2015-16,85.21
PAPER AND PULP,2016-17,197.61
SUGAR,2000-01,0
SUGAR,2001-02,0
SUGAR,2002-03,3.97
SUGAR,2003-04,0
SUGAR,2004-05,2.94
SUGAR,2005-06,3
SUGAR,2006-07,9.85
SUGAR,2007-08,10.07
SUGAR,2008-09,5.01
SUGAR,2009-10,0.1
SUGAR,2010-11,0.17
SUGAR,2011-12,4.44
SUGAR,2012-13,12.26
SUGAR,2013-14,3.08
SUGAR,2014-15,27.77
SUGAR,2015-16,105.85
SUGAR,2016-17,15.92
FERMENTATION INDUSTRIES,2000-01,16.02
FERMENTATION INDUSTRIES,2001-02,11.04
FERMENTATION INDUSTRIES,2002-03,8.07
FERMENTATION INDUSTRIES,2003-04,1.7
FERMENTATION INDUSTRIES,2004-05,139
FERMENTATION INDUSTRIES,2005-06,169.83
FERMENTATION INDUSTRIES,2006-07,27.58
FERMENTATION INDUSTRIES,2007-08,270.05
FERMENTATION INDUSTRIES,2008-09,144.7
FERMENTATION INDUSTRIES,2009-10,112.02
FERMENTATION INDUSTRIES,2010-11,57.71
FERMENTATION INDUSTRIES,2011-12,69.7
FERMENTATION INDUSTRIES,2012-13,107.21
FERMENTATION INDUSTRIES,2013-14,814.58
FERMENTATION INDUSTRIES,2014-15,225.38
FERMENTATION INDUSTRIES,2015-16,202.36
FERMENTATION INDUSTRIES,2016-17,110.86
FOOD PROCESSING INDUSTRIES,2000-01,45.75
FOOD PROCESSING INDUSTRIES,2001-02,219.39
FOOD PROCESSING INDUSTRIES,2002-03,36.88
FOOD PROCESSING INDUSTRIES,2003-04,109.22
FOOD PROCESSING INDUSTRIES,2004-05,43.98
FOOD PROCESSING INDUSTRIES,2005-06,41.74
FOOD PROCESSING INDUSTRIES,2006-07,102
FOOD PROCESSING INDUSTRIES,2007-08,70.17
FOOD PROCESSING INDUSTRIES,2008-09,102.71
FOOD PROCESSING INDUSTRIES,2009-10,278.89
FOOD PROCESSING INDUSTRIES,2010-11,188.67
FOOD PROCESSING INDUSTRIES,2011-12,170.21
FOOD PROCESSING INDUSTRIES,2012-13,401.46
FOOD PROCESSING INDUSTRIES,2013-14,3982.89
FOOD PROCESSING INDUSTRIES,2014-15,515.86
FOOD PROCESSING INDUSTRIES,2015-16,505.88
FOOD PROCESSING INDUSTRIES,2016-17,727.22
VEGETABLE OILS AND VANASPATI,2000-01,0
VEGETABLE OILS AND VANASPATI,2001-02,0
VEGETABLE OILS AND VANASPATI,2002-03,0
VEGETABLE OILS AND VANASPATI,2003-04,1.69
VEGETABLE OILS AND VANASPATI,2004-05,9.09
VEGETABLE OILS AND VANASPATI,2005-06,12.31
VEGETABLE OILS AND VANASPATI,2006-07,16.22
VEGETABLE OILS AND VANASPATI,2007-08,1.53
VEGETABLE OILS AND VANASPATI,2008-09,42.88
VEGETABLE OILS AND VANASPATI,2009-10,69.74
VEGETABLE OILS AND VANASPATI,2010-11,58.07
VEGETABLE OILS AND VANASPATI,2011-12,65.02
VEGETABLE OILS AND VANASPATI,2012-13,108.39
VEGETABLE OILS AND VANASPATI,2013-14,21.55
VEGETABLE OILS AND VANASPATI,2014-15,148.34
VEGETABLE OILS AND VANASPATI,2015-16,34.22
VEGETABLE OILS AND VANASPATI,2016-17,108.45
"SOAPS, COSMETICS & TOILET PREPARATIONS",2000-01,0
"SOAPS, COSMETICS & TOILET PREPARATIONS",2001-02,0
"SOAPS, COSMETICS & TOILET PREPARATIONS",2002-03,0
"SOAPS, COSMETICS & TOILET PREPARATIONS",2003-04,0
"SOAPS, COSMETICS & TOILET PREPARATIONS",2004-05,0.89
"SOAPS, COSMETICS & TOILET PREPARATIONS",2005-06,87.42
"SOAPS, COSMETICS & TOILET PREPARATIONS",2006-07,6.04
"SOAPS, COSMETICS & TOILET PREPARATIONS",2007-08,6.38
"SOAPS, COSMETICS & TOILET PREPARATIONS",2008-09,22.03
"SOAPS, COSMETICS & TOILET PREPARATIONS",2009-10,24.58
"SOAPS, COSMETICS & TOILET PREPARATIONS",2010-11,102.9
"SOAPS, COSMETICS & TOILET PREPARATIONS",2011-12,222.08
"SOAPS, COSMETICS & TOILET PREPARATIONS",2012-13,160.07
"SOAPS, COSMETICS & TOILET PREPARATIONS",2013-14,108.44
"SOAPS, COSMETICS & TOILET PREPARATIONS",2014-15,177.22
"SOAPS, COSMETICS & TOILET PREPARATIONS",2015-16,193.26
"SOAPS, COSMETICS & TOILET PREPARATIONS",2016-17,92.6
RUBBER GOODS,2000-01,0.1
RUBBER GOODS,2001-02,46.39
RUBBER GOODS,2002-03,16.42
RUBBER GOODS,2003-04,6.37
RUBBER GOODS,2004-05,40.06
RUBBER GOODS,2005-06,34.09
RUBBER GOODS,2006-07,18.75
RUBBER GOODS,2007-08,15.12
RUBBER GOODS,2008-09,84.88
RUBBER GOODS,2009-10,24.12
RUBBER GOODS,2010-11,17.21
RUBBER GOODS,2011-12,187.37
RUBBER GOODS,2012-13,642.18
RUBBER GOODS,2013-14,370.54
RUBBER GOODS,2014-15,284.51
RUBBER GOODS,2015-16,296.15
RUBBER GOODS,2016-17,262.76
"LEATHER,LEATHER GOODS AND PICKERS",2000-01,9.75
"LEATHER,LEATHER GOODS AND PICKERS",2001-02,0.2
"LEATHER,LEATHER GOODS AND PICKERS",2002-03,0.01
"LEATHER,LEATHER GOODS AND PICKERS",2003-04,7.55
"LEATHER,LEATHER GOODS AND PICKERS",2004-05,0.44
"LEATHER,LEATHER GOODS AND PICKERS",2005-06,1.11
"LEATHER,LEATHER GOODS AND PICKERS",2006-07,8.26
"LEATHER,LEATHER GOODS AND PICKERS",2007-08,7.46
"LEATHER,LEATHER GOODS AND PICKERS",2008-09,3.32
"LEATHER,LEATHER GOODS AND PICKERS",2009-10,5.06
"LEATHER,LEATHER GOODS AND PICKERS",2010-11,9.26
"LEATHER,LEATHER GOODS AND PICKERS",2011-12,8.3
"LEATHER,LEATHER GOODS AND PICKERS",2012-13,46.7
"LEATHER,LEATHER GOODS AND PICKERS",2013-14,6.14
"LEATHER,LEATHER GOODS AND PICKERS",2014-15,34.21
"LEATHER,LEATHER GOODS AND PICKERS",2015-16,17.13
"LEATHER,LEATHER GOODS AND PICKERS",2016-17,2.3
GLUE AND GELATIN,2000-01,0
GLUE AND GELATIN,2001-02,0.94
GLUE AND GELATIN,2002-03,5.22
GLUE AND GELATIN,2003-04,0
GLUE AND GELATIN,2004-05,0
GLUE AND GELATIN,2005-06,0
GLUE AND GELATIN,2006-07,0
GLUE AND GELATIN,2007-08,2.28
GLUE AND GELATIN,2008-09,0
GLUE AND GELATIN,2009-10,0.27
GLUE AND GELATIN,2010-11,0.01
GLUE AND GELATIN,2011-12,5.84
GLUE AND GELATIN,2012-13,0
GLUE AND GELATIN,2013-14,0.97
GLUE AND GELATIN,2014-15,21.44
GLUE AND GELATIN,2015-16,0.82
GLUE AND GELATIN,2016-17,90.6
GLASS,2000-01,33.87
GLASS,2001-02,8.37
GLASS,2002-03,44.98
GLASS,2003-04,5.24
GLASS,2004-05,8.36
GLASS,2005-06,0.81
GLASS,2006-07,1.43
GLASS,2007-08,11.04
GLASS,2008-09,23.16
GLASS,2009-10,2.83
GLASS,2010-11,7.6
GLASS,2011-12,32.22
GLASS,2012-13,209.16
GLASS,2013-14,43.09
GLASS,2014-15,41.82
GLASS,2015-16,25.78
GLASS,2016-17,51.69
CERAMICS,2000-01,4.03
CERAMICS,2001-02,0.78
CERAMICS,2002-03,0.21
CERAMICS,2003-04,1.47
CERAMICS,2004-05,26.79
CERAMICS,2005-06,5.67
CERAMICS,2006-07,122.23
CERAMICS,2007-08,115.11
CERAMICS,2008-09,198.43
CERAMICS,2009-10,7.21
CERAMICS,2010-11,12
CERAMICS,2011-12,9.87
CERAMICS,2012-13,4.33
CERAMICS,2013-14,150.09
CERAMICS,2014-15,35.29
CERAMICS,2015-16,51.21
CERAMICS,2016-17,15.4
CEMENT AND GYPSUM PRODUCTS,2000-01,67.72
CEMENT AND GYPSUM PRODUCTS,2001-02,139.9
CEMENT AND GYPSUM PRODUCTS,2002-03,21.08
CEMENT AND GYPSUM PRODUCTS,2003-04,9.58
CEMENT AND GYPSUM PRODUCTS,2004-05,0.16
CEMENT AND GYPSUM PRODUCTS,2005-06,452.08
CEMENT AND GYPSUM PRODUCTS,2006-07,242.47
CEMENT AND GYPSUM PRODUCTS,2007-08,16.89
CEMENT AND GYPSUM PRODUCTS,2008-09,724.8
CEMENT AND GYPSUM PRODUCTS,2009-10,33.8
CEMENT AND GYPSUM PRODUCTS,2010-11,637.68
CEMENT AND GYPSUM PRODUCTS,2011-12,267.9
CEMENT AND GYPSUM PRODUCTS,2012-13,12.38
CEMENT AND GYPSUM PRODUCTS,2013-14,254.01
CEMENT AND GYPSUM PRODUCTS,2014-15,208.99
CEMENT AND GYPSUM PRODUCTS,2015-16,19.69
CEMENT AND GYPSUM PRODUCTS,2016-17,2130.1
TIMBER PRODUCTS,2000-01,0
TIMBER PRODUCTS,2001-02,0.05
TIMBER PRODUCTS,2002-03,0.04
TIMBER PRODUCTS,2003-04,0.11
TIMBER PRODUCTS,2004-05,0.07
TIMBER PRODUCTS,2005-06,0.33
TIMBER PRODUCTS,2006-07,0
TIMBER PRODUCTS,2007-08,0.39
TIMBER PRODUCTS,2008-09,11.27
TIMBER PRODUCTS,2009-10,6.54
TIMBER PRODUCTS,2010-11,1.58
TIMBER PRODUCTS,2011-12,29.6
TIMBER PRODUCTS,2012-13,29.17
TIMBER PRODUCTS,2013-14,6.16
TIMBER PRODUCTS,2014-15,8.97
TIMBER PRODUCTS,2015-16,53.17
TIMBER PRODUCTS,2016-17,10.23
DEFENCE INDUSTRIES,2000-01,0
DEFENCE INDUSTRIES,2001-02,0
DEFENCE INDUSTRIES,2002-03,0
DEFENCE INDUSTRIES,2003-04,0
DEFENCE INDUSTRIES,2004-05,0.05
DEFENCE INDUSTRIES,2005-06,0
DEFENCE INDUSTRIES,2006-07,0
DEFENCE INDUSTRIES,2007-08,0
DEFENCE INDUSTRIES,2008-09,0
DEFENCE INDUSTRIES,2009-10,0
DEFENCE INDUSTRIES,2010-11,0
DEFENCE INDUSTRIES,2011-12,3.66
DEFENCE INDUSTRIES,2012-13,0.41
DEFENCE INDUSTRIES,2013-14,0.82
DEFENCE INDUSTRIES,2014-15,0.08
DEFENCE INDUSTRIES,2015-16,0.1
DEFENCE INDUSTRIES,2016-17,0
CONSULTANCY SERVICES,2000-01,4.25
CONSULTANCY SERVICES,2001-02,66.22
CONSULTANCY SERVICES,2002-03,25.7
CONSULTANCY SERVICES,2003-04,46.2
CONSULTANCY SERVICES,2004-05,252.42
CONSULTANCY SERVICES,2005-06,47.4
CONSULTANCY SERVICES,2006-07,114.68
CONSULTANCY SERVICES,2007-08,233.32
CONSULTANCY SERVICES,2008-09,256.59
CONSULTANCY SERVICES,2009-10,341.31
CONSULTANCY SERVICES,2010-11,274.84
CONSULTANCY SERVICES,2011-12,289.89
CONSULTANCY SERVICES,2012-13,142.32
CONSULTANCY SERVICES,2013-14,285.85
CONSULTANCY SERVICES,2014-15,458.13
CONSULTANCY SERVICES,2015-16,517.47
CONSULTANCY SERVICES,2016-17,261.14
SERVICES SECTOR,2000-01,71.38
SERVICES SECTOR,2001-02,187.95
SERVICES SECTOR,2002-03,296.34
SERVICES SECTOR,2003-04,271.15
SERVICES SECTOR,2004-05,456.15
SERVICES SECTOR,2005-06,548.61
SERVICES SECTOR,2006-07,4713.78
SERVICES SECTOR,2007-08,6986.17
SERVICES SECTOR,2008-09,6183.49
SERVICES SECTOR,2009-10,4174.53
SERVICES SECTOR,2010-11,3296.09
SERVICES SECTOR,2011-12,5215.98
SERVICES SECTOR,2012-13,4832.98
SERVICES SECTOR,2013-14,2225.1
SERVICES SECTOR,2014-15,4443.26
SERVICES SECTOR,2015-16,6889.46
SERVICES SECTOR,2016-17,8684.07
HOSPITAL & DIAGNOSTIC CENTRES,2000-01,0
HOSPITAL & DIAGNOSTIC CENTRES,2001-02,6.93
HOSPITAL & DIAGNOSTIC CENTRES,2002-03,29.13
HOSPITAL & DIAGNOSTIC CENTRES,2003-04,24.08
HOSPITAL & DIAGNOSTIC CENTRES,2004-05,26.19
HOSPITAL & DIAGNOSTIC CENTRES,2005-06,32.53
HOSPITAL & DIAGNOSTIC CENTRES,2006-07,38.14
HOSPITAL & DIAGNOSTIC CENTRES,2007-08,241.76
HOSPITAL & DIAGNOSTIC CENTRES,2008-09,239.71
HOSPITAL & DIAGNOSTIC CENTRES,2009-10,135.57
HOSPITAL & DIAGNOSTIC CENTRES,2010-11,256
HOSPITAL & DIAGNOSTIC CENTRES,2011-12,310.43
HOSPITAL & DIAGNOSTIC CENTRES,2012-13,256.86
HOSPITAL & DIAGNOSTIC CENTRES,2013-14,684.58
HOSPITAL & DIAGNOSTIC CENTRES,2014-15,567.85
HOSPITAL & DIAGNOSTIC CENTRES,2015-16,742.35
HOSPITAL & DIAGNOSTIC CENTRES,2016-17,747.38
EDUCATION,2000-01,0
EDUCATION,2001-02,0
EDUCATION,2002-03,0
EDUCATION,2003-04,0.19
EDUCATION,2004-05,1.97
EDUCATION,2005-06,3.16
EDUCATION,2006-07,41.81
EDUCATION,2007-08,43.59
EDUCATION,2008-09,214.52
EDUCATION,2009-10,63.35
EDUCATION,2010-11,37.94
EDUCATION,2011-12,105.62
EDUCATION,2012-13,172.2
EDUCATION,2013-14,262.09
EDUCATION,2014-15,78.86
EDUCATION,2015-16,230.78
EDUCATION,2016-17,160.12
HOTEL & TOURISM,2000-01,13.2
HOTEL & TOURISM,2001-02,32.12
HOTEL & TOURISM,2002-03,33.75
HOTEL & TOURISM,2003-04,49.36
HOTEL & TOURISM,2004-05,37.01
HOTEL & TOURISM,2005-06,71.78
HOTEL & TOURISM,2006-07,195.66
HOTEL & TOURISM,2007-08,421.47
HOTEL & TOURISM,2008-09,463.92
HOTEL & TOURISM,2009-10,753.02
HOTEL & TOURISM,2010-11,308.05
HOTEL & TOURISM,2011-12,992.86
HOTEL & TOURISM,2012-13,3259.05
HOTEL & TOURISM,2013-14,486.38
HOTEL & TOURISM,2014-15,777.01
HOTEL & TOURISM,2015-16,1332.69
HOTEL & TOURISM,2016-17,916.13
TRADING,2000-01,11.49
TRADING,2001-02,43.27
TRADING,2002-03,38.13
TRADING,2003-04,31.12
TRADING,2004-05,14.22
TRADING,2005-06,28.93
TRADING,2006-07,114.65
TRADING,2007-08,345.02
TRADING,2008-09,643.64
TRADING,2009-10,737.95
TRADING,2010-11,498.04
TRADING,2011-12,731.55
TRADING,2012-13,717.8
TRADING,2013-14,1343.39
TRADING,2014-15,2727.96
TRADING,2015-16,3845.32
TRADING,2016-17,2338.4
RETAIL TRADING,2000-01,0
RETAIL TRADING,2001-02,0
RETAIL TRADING,2002-03,0
RETAIL TRADING,2003-04,0
RETAIL TRADING,2004-05,0
RETAIL TRADING,2005-06,0
RETAIL TRADING,2006-07,0
RETAIL TRADING,2007-08,1.27
RETAIL TRADING,2008-09,0.09
RETAIL TRADING,2009-10,13.73
RETAIL TRADING,2010-11,26.27
RETAIL TRADING,2011-12,31.7
RETAIL TRADING,2012-13,22.31
RETAIL TRADING,2013-14,11.3
RETAIL TRADING,2014-15,168.72
RETAIL TRADING,2015-16,262.24
RETAIL TRADING,2016-17,450.94
AGRICULTURE SERVICES,2000-01,17.52
AGRICULTURE SERVICES,2001-02,14.06
AGRICULTURE SERVICES,2002-03,11.01
AGRICULTURE SERVICES,2003-04,0.59
AGRICULTURE SERVICES,2004-05,3.83
AGRICULTURE SERVICES,2005-06,9.08
AGRICULTURE SERVICES,2006-07,12.53
AGRICULTURE SERVICES,2007-08,58.13
AGRICULTURE SERVICES,2008-09,5.35
AGRICULTURE SERVICES,2009-10,1222.22
AGRICULTURE SERVICES,2010-11,43.9
AGRICULTURE SERVICES,2011-12,49.02
AGRICULTURE SERVICES,2012-13,161.47
AGRICULTURE SERVICES,2013-14,91.01
AGRICULTURE SERVICES,2014-15,59.95
AGRICULTURE SERVICES,2015-16,84.65
AGRICULTURE SERVICES,2016-17,76.43
"DIAMOND,GOLD ORNAMENTS",2000-01,18.83
"DIAMOND,GOLD ORNAMENTS",2001-02,0.36
"DIAMOND,GOLD ORNAMENTS",2002-03,1.3
"DIAMOND,GOLD ORNAMENTS",2003-04,1.96
"DIAMOND,GOLD ORNAMENTS",2004-05,8.58
"DIAMOND,GOLD ORNAMENTS",2005-06,15.52
"DIAMOND,GOLD ORNAMENTS",2006-07,61.97
"DIAMOND,GOLD ORNAMENTS",2007-08,59.15
"DIAMOND,GOLD ORNAMENTS",2008-09,83.5
"DIAMOND,GOLD ORNAMENTS",2009-10,31.08
"DIAMOND,GOLD ORNAMENTS",2010-11,19.59
"DIAMOND,GOLD ORNAMENTS",2011-12,36.3
"DIAMOND,GOLD ORNAMENTS",2012-13,52.61
"DIAMOND,GOLD ORNAMENTS",2013-14,42.56
"DIAMOND,GOLD ORNAMENTS",2014-15,280.18
"DIAMOND,GOLD ORNAMENTS",2015-16,58.54
"DIAMOND,GOLD ORNAMENTS",2016-17,123.92
TEA AND COFFEE,2000-01,20.23
TEA AND COFFEE,2001-02,0.14
TEA AND COFFEE,2002-03,0
TEA AND COFFEE,2003-04,0.32
TEA AND COFFEE,2004-05,0.01
TEA AND COFFEE,2005-06,1.43
TEA AND COFFEE,2006-07,6.2
TEA AND COFFEE,2007-08,18.94
TEA AND COFFEE,2008-09,37.08
TEA AND COFFEE,2009-10,8.15
TEA AND COFFEE,2010-11,3.12
TEA AND COFFEE,2011-12,5.32
TEA AND COFFEE,2012-13,0.27
TEA AND COFFEE,2013-14,5.86
TEA AND COFFEE,2014-15,1.43
TEA AND COFFEE,2015-16,1.12
TEA AND COFFEE,2016-17,1.6
PRINTING OF BOOKS,2000-01,0
PRINTING OF BOOKS,2001-02,0
PRINTING OF BOOKS,2002-03,6.3
PRINTING OF BOOKS,2003-04,0
PRINTING OF BOOKS,2004-05,0.06
PRINTING OF BOOKS,2005-06,9.9
PRINTING OF BOOKS,2006-07,20.04
PRINTING OF BOOKS,2007-08,35.54
PRINTING OF BOOKS,2008-09,31.61
PRINTING OF BOOKS,2009-10,70.51
PRINTING OF BOOKS,2010-11,36.63
PRINTING OF BOOKS,2011-12,47.39
PRINTING OF BOOKS,2012-13,14.34
PRINTING OF BOOKS,2013-14,113.78
PRINTING OF BOOKS,2014-15,72.58
PRINTING OF BOOKS,2015-16,122.81
PRINTING OF BOOKS,2016-17,53.17
COIR,2000-01,0
COIR,2001-02,0
COIR,2002-03,0
COIR,2003-04,0
COIR,2004-05,0.47
COIR,2005-06,0.59
COIR,2006-07,0.04
COIR,2007-08,0.01
COIR,2008-09,0
COIR,2009-10,0.25
COIR,2010-11,0.1
COIR,2011-12,0.55
COIR,2012-13,0.15
COIR,2013-14,0.54
COIR,2014-15,1.36
COIR,2015-16,0
COIR,2016-17,0
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2000-01,0
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2001-02,0
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2002-03,0
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2003-04,0
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2004-05,0
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2005-06,0.93
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2006-07,64.06
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2007-08,182.92
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2008-09,172.7
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2009-10,324.56
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2010-11,675.07
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2011-12,386.28
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2012-13,283.89
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2013-14,485.37
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2014-15,870.25
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2015-16,4510.71
CONSTRUCTION (INFRASTRUCTURE) ACTIVITIES,2016-17,1860.73
CONSTRUCTION DEVELOPMENT,2000-01,24.33
CONSTRUCTION DEVELOPMENT,2001-02,51.75
CONSTRUCTION DEVELOPMENT,2002-03,36.1
CONSTRUCTION DEVELOPMENT,2003-04,47.04
CONSTRUCTION DEVELOPMENT,2004-05,152.06
CONSTRUCTION DEVELOPMENT,2005-06,228.71
CONSTRUCTION DEVELOPMENT,2006-07,1392.95
CONSTRUCTION DEVELOPMENT,2007-08,3887.33
CONSTRUCTION DEVELOPMENT,2008-09,4657.51
CONSTRUCTION DEVELOPMENT,2009-10,5466.13
CONSTRUCTION DEVELOPMENT,2010-11,1663.03
CONSTRUCTION DEVELOPMENT,2011-12,3140.78
CONSTRUCTION DEVELOPMENT,2012-13,1332.49
CONSTRUCTION DEVELOPMENT,2013-14,1226.05
CONSTRUCTION DEVELOPMENT,2014-15,769.14
CONSTRUCTION DEVELOPMENT,2015-16,112.55
CONSTRUCTION DEVELOPMENT,2016-17,105.14
MISCELLANEOUS INDUSTRIES,2000-01,832.07
MISCELLANEOUS INDUSTRIES,2001-02,221.37
MISCELLANEOUS INDUSTRIES,2002-03,218.76
MISCELLANEOUS INDUSTRIES,2003-04,235.48
MISCELLANEOUS INDUSTRIES,2004-05,121.83
MISCELLANEOUS INDUSTRIES,2005-06,164.76
MISCELLANEOUS INDUSTRIES,2006-07,304.87
MISCELLANEOUS INDUSTRIES,2007-08,528.42
MISCELLANEOUS INDUSTRIES,2008-09,1549.7
MISCELLANEOUS INDUSTRIES,2009-10,1147.56
MISCELLANEOUS INDUSTRIES,2010-11,1475.97
MISCELLANEOUS INDUSTRIES,2011-12,813.38
MISCELLANEOUS INDUSTRIES,2012-13,229.49
MISCELLANEOUS INDUSTRIES,2013-14,468.74
MISCELLANEOUS INDUSTRIES,2014-15,765.88
MISCELLANEOUS INDUSTRIES,2015-16,668.77
MISCELLANEOUS INDUSTRIES,2016-17,296.4
